seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,adjust,inserted,run_time_our,run_time_G
1755017010,3,42.342642580966576,37.378915955288036,0.8827723939008525,safe,0.0,False,False,4.1788000089582056e-05,4.0176000766223297e-05
1755017011,3,65.42966290996503,59.537078637456275,0.9099401707048791,safe,0.0,False,False,2.6351999622420408e-05,3.436499900999479e-05
1755017012,3,1262.3494933826496,1157.349493382619,0.9168217672281328,safe,0.0,False,False,2.9941000320832245e-05,0.0023584570008097216
1755017013,3,260.01193673127347,259.32799052382194,0.9973695584285486,safe,0.0,False,False,1.5859999621170573e-05,0.003021601998625556
1755017014,3,1632.3412309311307,1447.2089472349267,0.8865848143830811,safe,0.0,False,False,2.9906999770901166e-05,0.0004116630007047206
1755017015,3,1993.17782683018,1983.1778268301778,0.9949828861903879,safe,0.0,,False,2.0757999664056115e-05,0.0004440709999471437
1755017016,3,331.4647232988822,275.31074020852583,0.8305883578454826,safe,0.0,False,False,0.0002835989998857258,5.640400013362523e-05
1755017017,3,1091.4078483294766,1047.305744364453,0.959591545880372,safe,0.0,False,False,2.4313001631526276e-05,0.0036450690004130593
1755017018,3,296.5563731921635,274.399574562363,0.925286385211343,safe,0.0,False,False,2.3247001081472263e-05,0.00014761700003873557
1755017019,3,1578.4761318240442,1377.4761318240423,0.8726619959924692,safe,0.0,False,False,1.8593000277178362e-05,0.005428667998785386
1755017020,3,1232.1066575639275,1183.8134409200693,0.9608043537891909,safe,0.0,False,False,2.507299905118998e-05,0.00012566600162244868
1755017021,3,35.26442708541316,32.344432384762705,0.9171971603684925,safe,0.0,True,False,0.0001441629992768867,4.894799894827884e-05
1755017022,3,132.4655404135839,111.46554041358385,0.8414682042255378,safe,0.0,False,False,2.2993999664322473e-05,0.0009856050000962568
1755017023,3,61.14773162573428,54.996188370704004,0.8993986679230899,safe,0.0,False,False,2.0243000108166598e-05,0.0001550960005261004
1755017024,3,243.79153478639083,229.56418482388057,0.9416413290355786,safe,0.0,False,False,3.3136000638478436e-05,0.0005205389988987008
1755017025,3,485.9947789641146,484.99477896411406,0.9979423647263619,safe,0.0,,False,2.307800059497822e-05,0.0009932550001394702
1755017026,3,1288.5300589420137,1267.4287917269721,0.9836237679760708,safe,0.0,False,False,2.0059000235050917e-05,0.01757846900000004
1755017027,3,61.45228671918926,59.46595272809104,0.9676768091613105,safe,0.0,False,False,0.00012092500037397258,0.0015344739986176137
1755017028,3,1203.8890323551993,1197.8890323550916,0.99501615195516,safe,0.0,False,False,3.406799987715203e-05,0.10507255400079885
1755017029,3,146.33803142432652,135.33803142432566,0.9248315704882971,safe,0.0,False,False,1.7424001271137968e-05,0.00048348800009989645
1755017030,3,162.2734291014967,135.90528886384163,0.8375079618169488,safe,0.0,False,False,2.3644999600946903e-05,0.00010993499927280936
1755017031,3,18.170911999622085,14.613187756362265,0.8042077225769508,safe,0.0,True,False,0.00012457900083973072,3.1160998332779855e-05
1755017032,3,1261.2442835667791,1253.6560007280093,0.9939834947617678,safe,0.0,False,False,2.7299000066705048e-05,0.0016760109992901562
1755017033,3,1356.7694662081249,1153.3888546770054,0.8500993598422258,safe,0.0,False,False,3.0375000278581865e-05,0.0016507880009157816
1755017034,3,24.002454579300476,21.7962840812207,0.9080856297096231,safe,0.0,False,False,2.2666001314064488e-05,0.00013168500117899384
1755017035,3,291.200866317984,269.200866317975,0.9244507742089423,safe,0.0,False,False,2.8667998776654713e-05,0.0010959089995594695
1755017036,3,34.072568045828234,30.814865144718,0.9043892759498325,safe,0.0,False,False,2.9191000066930428e-05,0.00014208399989001919
1755017037,3,1463.478679831363,1425.6570189694025,0.9741563294476427,safe,0.0,False,False,2.9720000384259038e-05,0.0010259300015604822
1755017038,3,30.26520957326656,29.103260460689427,0.9616077625445062,safe,0.0,False,False,8.299099863506854e-05,0.00027431699891167227
1755017039,3,1163.4069882677813,1061.4069882677793,0.9123264678409129,safe,0.0,False,False,3.0065999453654513e-05,0.006256807000681874
1755017040,3,196.77700454481942,177.99997434281863,0.9045771113071092,safe,0.0,False,False,2.7084999601356685e-05,0.000996789000055287
1755017041,3,184.7166146738371,147.91604967389165,0.8007728483714042,safe,0.0,False,False,2.7436999516794458e-05,0.0005762499986303737
1755017042,3,1538.4979006859026,1368.5496322388071,0.8895362363696901,safe,0.0,False,False,3.167500108247623e-05,0.0006203129996720236
1755017043,3,1448.0762945292495,1437.788133497421,0.9928952907587145,safe,0.0,False,False,2.959300036309287e-05,0.00024922500051616225
1755017044,3,33.84781029671337,32.84781029671327,0.9704559913556003,safe,0.0,,False,3.264199949626345e-05,0.00020484999913605861
1755017045,3,1333.6376156302597,1316.3455307251243,0.9870338953382299,safe,0.0,False,False,3.632500011008233e-05,0.020245534000423504
1755017046,3,254.54000411119523,251.54000411112526,0.9882140333479391,safe,0.0,False,False,3.214800017303787e-05,0.00937996100037708
1755017047,3,172.0000000000002,122.00000000000009,0.709302325581395,safe,0.0,,False,0.00021615600053337403,2.160199983336497e-05
1755017048,3,174.24546347135504,166.57605990484888,0.9559850603067955,safe,0.0,False,False,2.7333000616636127e-05,0.00014111500058788806
1755017049,3,1107.06694830687,1051.1947756271134,0.9495313515002805,safe,0.0,False,False,2.917500023613684e-05,0.0020687549986178055
1755017050,3,237.253631687402,234.8567486307677,0.9898973809606744,safe,0.0,False,False,2.934099939011503e-05,0.008483273999445373
1755017051,3,364.08669218291413,315.13003827436825,0.865535722783434,safe,0.0,False,False,2.9619000997627154e-05,7.41300009394763e-05
1755017052,3,1054.3380187312373,1043.623373289489,0.9898375613404875,safe,0.0,False,False,2.38049997278722e-05,0.044203896999533754
1755017053,3,23.931391075664912,22.767821715021604,0.9513789500591754,safe,0.0,False,False,0.00012124599925300572,0.0004516989993135212
1755017054,3,74.50546135858156,68.69637871263235,0.9220314519228179,safe,0.0,False,False,3.397100044821855e-05,0.0003123930000583641
1755017055,3,297.0711541390133,258.0287694690966,0.8685756455113546,safe,0.0,False,False,2.900500112446025e-05,7.20329990144819e-05
1755017056,3,1467.5084058098907,1459.8042551017845,0.9947501829102952,safe,0.0,False,False,2.4447999749099836e-05,0.008342975999767077
1755017057,3,1334.7065179876463,1263.3418521548374,0.9465315671490042,safe,0.0,False,False,2.6080999305122532e-05,0.0038899000010133022
1755017058,3,31.656890870420668,30.656890870420654,0.9684113009046512,safe,0.0,,False,3.612500040617306e-05,0.00018757399993774015
1755017059,3,1469.2078592218602,1465.1410696204107,0.9972319848577428,safe,0.0,False,False,3.069400008826051e-05,0.12083336299838265
1755017060,3,35.62321258915088,27.82103435718442,0.7809804993740899,safe,0.0,False,False,2.8836999263148755e-05,7.674100015719887e-05
1755017061,3,1974.0576359397596,1969.0576359397587,0.9974671458882605,safe,0.0,,False,3.158499930577818e-05,0.001916904999234248
1755017062,3,32.930497213804166,29.549342632335893,0.897324520807693,safe,0.0,False,False,1.9654000425362028e-05,0.0002218689987785183
1755017063,3,1429.2093523425901,1425.7060106187403,0.9975487553883498,safe,0.0,False,False,2.4671000574016944e-05,0.057297147999634035
1755017064,3,62.50169022481456,59.37304443884871,0.9499430211453113,safe,0.0,False,False,2.708000101847574e-05,0.00035067299904767424
1755017065,3,4.1756861992188705,3.1756861992188705,0.7605184028945791,safe,0.0,,False,3.80669989681337e-05,4.1896999391610734e-05
1755017066,3,304.1491144531017,249.22923988414874,0.8194310883735244,safe,0.0,False,False,3.21870011248393e-05,0.0002328569989913376
1755017067,3,76.66331160490685,75.6633116049068,0.986955950909691,safe,0.0,,False,3.161300082865637e-05,0.0004076550012541702
1755017068,3,145.862660133811,143.3367719788501,0.9826831064739686,safe,0.0,False,False,3.091200051130727e-05,0.002061723000224447
1755017069,3,271.57456346309186,256.94003415099894,0.9461122973909085,safe,0.0,False,False,3.4773998777382076e-05,0.0006752980007149745
1755017070,3,1214.2805253537938,1183.9745192254986,0.9750420059487777,safe,0.0,False,False,2.991700057464186e-05,0.013360368000576273
1755017071,3,5.639884339929382,2.6398843399293814,0.46807419812485657,safe,0.0,,False,2.8395001208991744e-05,2.901900006690994e-05
1755017072,3,1387.8850598370395,1384.8850598368035,0.9978384377157369,safe,0.0,False,False,3.788000140048098e-05,0.2867349660009495
1755017073,3,89.25343930750695,84.23721723067217,0.9437979968530705,safe,0.0,False,False,2.8843000109191053e-05,0.0007616759994562017
1755017074,3,147.06356937268433,134.6619862116285,0.9156719559170491,safe,0.0,False,False,2.986899926327169e-05,0.00017584699889994226
1755017075,3,68.07948808287861,59.31831935723878,0.8713097149764969,safe,0.0,False,False,2.7707999834092334e-05,0.0005455560003611026
1755017076,3,153.91119537690219,131.5978359880882,0.8550244552764834,safe,0.0,False,False,3.1847999707679264e-05,0.00021554900013143197
1755017077,3,33.75440148099172,27.75440148099171,0.8222454039548348,safe,0.0,False,False,3.2326999644283205e-05,0.00018311300118512008
1755017078,3,215.4106614772058,214.41066147720574,0.9953577042420165,safe,0.0,,False,3.310000101919286e-05,0.0009088740007427987
1755017079,3,132.45160439865174,121.3544493017333,0.9162172844390898,safe,0.0,False,False,3.073599873459898e-05,0.000191676001122687
1755017080,3,160.48586474926634,140.76957056149348,0.8771462258151119,safe,0.0,False,False,3.1347999538411386e-05,0.0005455829996208195
1755017081,3,1042.5131396902289,1027.5131396902239,0.9856116921418735,safe,0.0,False,False,3.0363000405486673e-05,0.0105668969990802
1755017082,3,2013.633538713701,1927.2587017317296,0.9571049869197416,safe,0.0,,False,3.512799958116375e-05,6.725599996570963e-05
1755017083,3,2407.771943134288,2405.7719431342866,0.9991693565473656,safe,0.0,,False,4.08589985454455e-05,0.004597237999405479
1755017084,3,117.11049865147677,112.92291414684566,0.9642424500548541,safe,0.0,False,False,3.2222000299952924e-05,0.0008324110003741225
1755017085,3,30.86817701389667,28.65953377836326,0.9284491845910081,safe,0.0,False,False,3.167300019413233e-05,0.0003008310013683513
1755017086,3,72.0965923019228,69.09659230192246,0.9583891567657307,safe,0.0,False,False,3.714600097737275e-05,0.001018770000882796
1755017087,3,243.1821062749101,238.70031690240074,0.9815702337595398,safe,0.0,,False,3.8054000469855964e-05,0.00017931100046553183
1755017088,3,122.80140436146489,121.48799035910716,0.9893045685496258,safe,0.0,False,False,0.0001443799992557615,0.006157137000627699
1755017089,3,247.2434237232002,237.24342372320012,0.9595540303988206,safe,0.0,,False,3.746499896806199e-05,0.00017158400078187697
1755017090,3,1248.7186173236764,1237.7029443995966,0.9911784186034728,safe,0.0,False,False,3.851099972962402e-05,0.011060220000217669
1755017091,3,1327.5270446922714,1195.66146983822,0.9006682572823829,safe,0.0,False,False,3.6396000723470934e-05,0.000541519999387674
