seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755016010,3,2210,2105,0.9524886877828054,safe,0.0,0.0002683100010472117,0.0019412269994063536
1755016011,3,320,260,0.8125,safe,0.0,1.920300019264687e-05,0.0001003319994197227
1755016012,3,70,65,0.9285714285714286,safe,0.0,3.013600144186057e-05,7.960000039020088e-05
1755016013,3,2030,2020,0.9950738916256158,safe,0.0,7.694400119362399e-05,0.004122358999666176
1755016014,3,64,52,0.8125,safe,0.0,3.380499947525095e-05,0.00013125599980412517
1755016015,3,106,104,0.9811320754716981,safe,0.0,3.4765000236802734e-05,0.0003059470000152942
1755016016,3,510,455,0.8921568627450981,safe,0.0,3.3004998840624467e-05,0.0003337099988129921
1755016017,3,400,350,0.875,safe,0.0,3.309199928480666e-05,8.736400013731327e-05
1755016018,3,2030,2015,0.9926108374384236,safe,0.0,3.135000042675529e-05,0.004689426001277752
1755016019,3,242,221,0.9132231404958677,safe,0.0,3.0325998523039743e-05,0.0006747110001015244
1755016020,3,2110,2055,0.9739336492890995,safe,0.0,3.1817000490264036e-05,0.0019373240011191228
1755016021,3,400,305,0.7625,safe,0.0,2.6456000341568142e-05,0.0001697309999144636
1755016022,3,32,26,0.8125,safe,0.0,3.571299930626992e-05,0.00012482000056479592
1755016023,3,214,208,0.9719626168224299,safe,0.0,2.1198000467848033e-05,0.00044260100003157277
1755016024,3,2080,2040,0.9807692307692307,safe,0.0,2.917500023613684e-05,0.0008451070007140515
1755016025,3,604,502,0.8311258278145696,safe,0.0,2.633400072227232e-05,0.0006393560015567346
1755016026,3,106,104,0.9811320754716981,safe,0.0,2.1453999579534866e-05,0.0002457840000715805
1755016027,3,62,61,0.9838709677419355,safe,0.0,2.2653000996797346e-05,0.0001636890010559
1755016028,3,242,221,0.9132231404958677,safe,0.0,3.5086999560007825e-05,0.0006836720003775554
1755016029,3,540,480,0.8888888888888888,safe,0.0,2.833500002452638e-05,0.0001275570011785021
1755016030,3,250,225,0.9,safe,0.0,2.478199894540012e-05,0.00019638199955807067
1755016031,3,2500,2250,0.9,safe,0.0,3.8132000554469414e-05,0.00021920600011071656
1755016032,3,2220,2110,0.9504504504504504,safe,0.0,3.14879998768447e-05,0.00095200699979614
1755016033,3,26,23,0.8846153846153846,safe,0.0,4.9808000767370686e-05,0.00018236500000057276
1755016034,3,430,415,0.9651162790697675,safe,0.0,2.7478001356939785e-05,0.0004173199995420873
