seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage
1750605010,3,0,2120,2105.0,0.9929245283018868,safe,0.0
1750605011,3,0,304,262.0,0.8618421052631579,safe,0.0
1750605012,3,0,62,58.0,0.9354838709677419,safe,0.0
1750605013,3,0,442,428.0,0.9683257918552036,safe,0.0
1750605014,3,0,48,46.0,0.9583333333333334,safe,0.0
1750605015,3,0,302,264.0,0.8741721854304636,safe,0.0
1750605016,3,0,2014,1193.0,0.5923535253227408,safe,0.0
1750605017,3,0,4219,4219.0,1.0,safe,0.0
1750605018,3,0,2410,2374.0,0.9850622406639005,safe,0.0
1750605019,3,0,144,100.0,0.6944444444444444,safe,0.0
1750605020,3,0,205,197.0,0.9609756097560975,safe,0.0
1750605021,3,0,700,672.0,0.96,safe,0.0
1750605022,3,0,54,48.0,0.8888888888888888,safe,0.0
1750605023,3,0,2400,1484.0,0.6183333333333333,safe,0.0
1750605024,3,0,379,377.0,0.9947229551451188,safe,0.0
1750605025,3,0,2042,1588.0,0.7776689520078355,safe,0.0
1750605026,3,0,2500,2321.0,0.9284,safe,0.0
1750605027,3,0,54,48.0,0.8888888888888888,safe,0.0
1750605028,3,0,240,233.0,0.9708333333333333,safe,0.0
1750605029,3,0,106,102.0,0.9622641509433962,safe,0.0
1750605030,3,0,206,204.0,0.9902912621359223,safe,0.0
1750605031,3,0,34,31.0,0.9117647058823529,safe,0.0
1750605032,3,0,3124,3124.0,1.0,safe,0.0
1750605033,3,0,414,375.0,0.9057971014492754,safe,0.0
1750605034,3,0,2300,1852.0,0.8052173913043478,safe,0.0
1750605035,3,0,2210,2168.0,0.9809954751131221,safe,0.0
1750605036,3,0,359,354.0,0.9860724233983287,safe,0.0
1750605037,3,0,250,167.0,0.668,safe,0.0
1750605038,3,0,112,107.0,0.9553571428571429,safe,0.0
1750605039,3,0,602,563.0,0.9352159468438538,safe,0.0
1750605040,3,0,2410,2067.0,0.8576763485477178,safe,0.0
1750605041,3,0,2240,2201.0,0.9825892857142857,safe,0.0
1750605042,3,0,412,300.0,0.7281553398058253,safe,0.0
1750605043,3,0,2120,1620.0,0.7641509433962265,safe,0.0
1750605044,3,0,72,67.0,0.9305555555555556,safe,0.0
1750605045,3,0,224,151.0,0.6741071428571429,safe,0.0
1750605046,3,0,188,187.0,0.9946808510638298,safe,0.0
1750605047,3,0,52,45.0,0.8653846153846154,safe,0.0
1750605048,3,0,640,604.0,0.94375,safe,0.0
1750605049,3,0,406,350.0,0.8620689655172413,safe,0.0
1750605050,3,0,424,397.0,0.9363207547169812,safe,0.0
1750605051,3,0,2012,1514.0,0.7524850894632207,safe,0.0
1750605052,3,0,604,532.0,0.8807947019867549,safe,0.0
1750605053,3,0,2008,1632.0,0.8127490039840638,safe,0.0
1750605054,3,0,640,588.0,0.91875,safe,0.0
1750605055,3,0,212,211.0,0.9952830188679245,safe,0.0
1750605056,3,0,2500,2270.0,0.908,safe,0.0
1750605057,3,0,2600,2420.0,0.9307692307692308,safe,0.0
1750605058,3,0,280,270.0,0.9642857142857143,safe,0.0
1750605059,3,0,2404,2386.0,0.9925124792013311,safe,0.0
1750605060,3,0,89,86.0,0.9662921348314607,safe,0.0
1750605061,3,0,18,14.0,0.7777777777777778,safe,0.0
1750605062,3,0,2104,1512.0,0.7186311787072244,safe,0.0
1750605063,3,0,114,110.0,0.9649122807017544,safe,0.0
1750605064,3,0,2006,2004.0,0.9990029910269193,safe,0.0
1750605065,3,0,32,29.0,0.90625,safe,0.0
1750605066,3,0,124,98.0,0.7903225806451613,safe,0.0
1750605067,3,0,52,40.0,0.7692307692307693,safe,0.0
1750605068,3,0,57,52.0,0.9122807017543859,safe,0.0
1750605069,3,0,52,50.0,0.9615384615384616,safe,0.0
1750605070,3,0,2200,1527.0,0.6940909090909091,safe,0.0
1750605071,3,0,700,624.0,0.8914285714285715,safe,0.0
1750605072,3,0,2110,2089.0,0.9900473933649289,safe,0.0
1750605073,3,0,2022,1931.0,0.9549950544015826,safe,0.0
1750605074,3,0,277,254.0,0.9169675090252708,safe,0.0
1750605075,3,0,450,445.0,0.9888888888888889,safe,0.0
1750605076,3,0,2440,1846.0,0.7565573770491804,safe,0.0
1750605077,3,0,64,62.0,0.96875,safe,0.0
1750605078,3,0,150,138.0,0.92,safe,0.0
1750605079,3,0,16,11.0,0.6875,safe,0.0
1750605080,3,0,2202,2127.0,0.9659400544959128,safe,0.0
1750605081,3,0,46,44.0,0.9565217391304348,safe,0.0
1750605082,3,0,640,579.0,0.9046875,safe,0.0
1750605083,3,0,144,118.0,0.8194444444444444,safe,0.0
1750605084,3,0,2044,2040.0,0.9980430528375733,safe,0.0
1750605085,3,0,2050,2048.0,0.9990243902439024,safe,0.0
1750605086,3,0,247,247.0,1.0,safe,0.0
1750605087,3,0,130,123.0,0.9461538461538461,safe,0.0
1750605088,3,0,2500,2385.0,0.954,safe,0.0
1750605089,3,0,442,225.0,0.5090497737556561,safe,0.0
1750605090,3,0,3192,2635.0,0.8255012531328321,safe,0.0
1750605091,3,0,244,209.0,0.8565573770491803,safe,0.0
1750605092,3,0,758,758.0,1.0,safe,0.0
1750605093,3,0,44,42.0,0.9545454545454546,safe,0.0
1750605094,3,0,40,37.0,0.925,safe,0.0
1750605095,3,0,42,39.0,0.9285714285714286,safe,0.0
1750605096,3,0,2110,2021.0,0.9578199052132701,safe,0.0
1750605097,3,0,122,104.0,0.8524590163934426,safe,0.0
1750605098,3,0,2024,1445.0,0.7139328063241107,safe,0.0
1750605099,3,0,54,39.0,0.7222222222222222,safe,0.0
1750605100,3,0,106,104.0,0.9811320754716981,safe,0.0
1750605101,3,0,767,682.0,0.8891786179921773,safe,0.0
1750605102,3,0,242,238.0,0.9834710743801653,safe,0.0
1750605103,3,0,212,206.0,0.9716981132075472,safe,0.0
1750605104,3,0,620,609.0,0.9822580645161291,safe,0.0
1750605105,3,0,2300,1797.0,0.7813043478260869,safe,0.0
1750605106,3,0,17,16.0,0.9411764705882353,safe,0.0
1750605107,3,0,57,54.0,0.9473684210526315,safe,0.0
1750605108,3,0,340,300.0,0.8823529411764706,safe,0.0
1750605109,3,0,244,181.0,0.7418032786885246,safe,0.0
1750605010,3,0.02,2141.2,2105.202351160813,0.9831880960026216,safe,0.02
1750605011,3,0.02,307.04,280.7879593804405,0.9144996071535971,safe,0.02
1750605012,3,0.02,62.62,58.389360415045076,0.9324394828336806,safe,0.02
1750605013,3,0.02,446.42,429.00538657837023,0.9609905169534748,safe,0.02
1750605014,3,0.02,48.480000000000004,46.036099240875956,0.9495895057936459,safe,0.02
1750605015,3,0.02,305.02,265.0124658970817,0.8688363579341739,safe,0.02
1750605016,3,0.02,2034.14,2015.0339123402314,0.9906072897343503,safe,0.02
1750605017,3,0.02,4239.0,4237.095166386753,0.9995506408083871,safe,0.02
1750605018,3,0.02,2434.1,2379.0399459094915,0.9773797074522376,safe,0.02
1750605019,3,0.02,145.44,134.3809767226976,0.9239616111296589,safe,0.02
1750605020,3,0.02,206.4,197.82916966493895,0.9584746592293554,safe,0.02
1750605021,3,0.02,707.0,673.876187920966,0.9531487806520028,safe,0.02
1750605022,3,0.02,54.54,53.073793995820324,0.9731168682768669,safe,0.02
1750605023,3,0.02,2424.0,2285.8896181539894,0.9430237698655072,safe,0.02
1750605024,3,0.02,381.03999999999996,379.03554998149957,0.9947395286098561,safe,0.02
