seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755024037,3,4.487897370953528,2.5300372809974334,0.563746688454216,safe,0.0,False,False,7.212499622255564e-05,3.3633026760071516e-05
1755024038,3,94.12317826412955,91.8680077737086,0.976040221632843,safe,0.0,False,False,1.693697413429618e-05,0.00024311401648446918
1755024039,3,233.91186493823446,229.2956318039715,0.9802650749012587,safe,0.0,False,False,1.7112994100898504e-05,0.0029131390037946403
1755024040,3,314.74875134379374,290.86443343558057,0.9241162425387199,safe,0.0,False,False,1.4018034562468529e-05,9.601697092875838e-05
1755024041,3,399.2530135565795,384.4305438633781,0.9628744951449167,safe,0.0,False,False,1.298799179494381e-05,8.838798385113478e-05
1755024042,3,1180.6866676686177,1173.0302851785095,0.993515313842557,safe,0.0,False,False,1.723296009004116e-05,0.027607395953964442
1755024043,3,2100.889462720029,2062.166412666668,0.9815682591871225,safe,0.0,,False,1.519097713753581e-05,5.085498560220003e-05
1755024044,3,264.5451037889061,251.14659698010706,0.9493526562506696,safe,0.0,False,False,2.7965987101197243e-05,0.0006415960378944874
1755024045,3,153.91466060054847,139.17811184544675,0.9042550677264775,safe,0.0,False,False,2.4995999410748482e-05,0.0005305620143190026
1755024046,3,1243.4683538870834,1218.4873175389844,0.9799101953258333,safe,0.0,False,False,2.6089022867381573e-05,0.006449173029977828
1755024047,3,341.40925146053667,288.90995972552025,0.8462276827284958,safe,0.0,False,False,2.4342036340385675e-05,0.0009012049995362759
1755024048,3,1660.783002460431,1484.784950625054,0.8940270633944123,safe,0.0,False,False,2.60260421782732e-05,0.0009293300099670887
1755024049,3,96.61438373793516,91.11056908022411,0.9430331753433314,safe,0.0,False,False,2.1096027921885252e-05,0.0001192190102301538
1755024050,3,1224.4060712667876,1138.1360770803813,0.9295413537951913,safe,0.0,False,False,1.5234982129186392e-05,0.00014514499343931675
1755024051,3,1245.3690831012646,1234.172632169766,0.9910095319665262,safe,0.0,False,False,2.5961024221032858e-05,0.002338277001399547
1755024052,3,73.62031723977996,58.62031723977975,0.796251896726477,safe,0.0,False,False,1.3826997019350529e-05,6.303004920482635e-05
1755024053,3,1534.407603147287,1479.2978202722616,0.9640840003907778,safe,0.0,False,False,2.7111032977700233e-05,0.0012736439821310341
1755024054,3,95.4793215576233,75.10020033026663,0.7865598446354949,safe,0.0,False,False,2.0296021830290556e-05,6.294198101386428e-05
1755024055,3,16.575866263705983,15.575866263705969,0.9396713279359894,safe,0.0,,False,2.183899050578475e-05,5.524297012016177e-05
1755024056,3,30.672734534666382,26.99475253779736,0.8800895305662376,safe,0.0,False,False,1.4151039067655802e-05,0.00011489202734082937
1755024057,3,283.98386175553287,225.96529389284643,0.7956976586485339,safe,0.0,False,False,2.223398769274354e-05,0.00011096399975940585
1755024058,3,160.14157330048008,149.08592303490116,0.9309632718242704,safe,0.0,False,False,1.6981037333607674e-05,0.00014670699601992965
1755024059,3,247.65621466420447,231.06246073800497,0.9329968200123754,safe,0.0,False,False,1.4121003914624453e-05,7.716903928667307e-05
1755024060,3,19.733523368487173,15.992033119205843,0.8103992794689576,safe,0.0,False,False,2.453400520607829e-05,5.85209927521646e-05
1755024061,3,1437.1004903467858,1348.4316652523244,0.93830019146882,safe,0.0,False,False,2.9871996957808733e-05,0.007898443029262125
1755024062,3,180.21760414881842,169.6260159665784,0.9412288925254283,safe,0.0,,False,2.6124995201826096e-05,6.798096001148224e-05
1755024063,3,59.52745551912085,54.527455519120764,0.916005144913442,safe,0.0,False,False,2.3661006707698107e-05,0.00015121401520445943
1755024064,3,236.64003646033842,231.64003646033802,0.9788708619437759,safe,0.0,False,False,2.7018017135560513e-05,0.0013001880142837763
1755024065,3,291.17944923327224,282.07874818553114,0.9687453868337725,safe,0.0,False,False,2.289505209773779e-05,0.0009344220161437988
1755024066,3,182.63842133125618,147.2294701304593,0.8061253982447937,safe,0.0,False,False,2.221501199528575e-05,0.000212090031709522
1755024067,3,30.85659522240995,29.856595222409922,0.9675920174344521,safe,0.0,,False,2.562196459621191e-05,0.00017681496683508158
1755024068,3,387.6232593430806,324.8561248778119,0.8380718056712013,safe,0.0,False,False,2.343894448131323e-05,0.00020621501607820392
1755024069,3,1423.048121435246,1416.311549590228,0.9952660969481315,safe,0.0,False,False,0.00013215199578553438,0.03221379400929436
1755024070,3,69.92720062968614,66.9168007196413,0.9569495148820981,safe,0.0,False,False,2.302700886502862e-05,0.00017888803267851472
1755024071,3,130.84682944163558,119.52538177373117,0.9134755674538193,safe,0.0,False,False,2.598302671685815e-05,0.0007548689609393477
1755024072,3,202.89776117074564,187.5379540666264,0.9242977989727871,safe,0.0,False,False,2.259103348478675e-05,0.0001036620233207941
1755024073,3,129.63971348532203,127.67082363063972,0.9848126025447809,safe,0.0,False,False,0.00010084401583299041,0.007742393005173653
1755024074,3,1120.6489298015854,1072.8126978042758,0.9573138110203887,safe,0.0,False,False,3.511301474645734e-05,0.015015471028164029
1755024075,3,449.68950178014273,375.51655964618664,0.8350574299814988,safe,0.0,False,False,2.8848007787019014e-05,7.651501800864935e-05
1755024076,3,250.74320898327124,235.3428100198093,0.9385809927777967,safe,0.0,False,False,3.245502011850476e-05,0.00024085096083581448
1755024077,3,484.53436142862563,479.53436142862415,0.9896808144106453,safe,0.0,,False,3.409100463613868e-05,0.0005468500312417746
1755024078,3,260.5608607272375,258.56206813681405,0.9923288839895418,safe,0.0,False,False,0.00011020799865946174,0.0402252139756456
1755024079,3,58.094686623922286,55.09468662392213,0.9483601655445575,safe,0.0,False,False,2.935004886239767e-05,0.001708647992927581
1755024080,3,281.9376990967928,270.85929448176955,0.9607061962606855,safe,0.0,False,False,3.892101813107729e-05,0.003197187033947557
1755024081,3,1364.308650387226,1293.3186489982743,0.9479663187880522,safe,0.0,False,False,3.194599412381649e-05,0.0006955050048418343
1755024082,3,1061.6876612139827,1054.89489975289,0.9936019210646891,safe,0.0,False,False,2.5123998057097197e-05,0.004206524987239391
1755024083,3,264.75281011030313,252.85249859245874,0.9550512362347112,safe,0.0,False,False,1.9365979824215174e-05,0.0004531969898380339
