seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1855018037,3,296.16372459335196,276.9928310590011,0.9352692718844163,safe,0.0,False,False,4.4880027417093515e-05,0.0009171529673039913
1855018038,3,354.70030281686,339.0575784372202,0.955898756625205,safe,0.0,False,False,3.3377029467374086e-05,0.00021890603238716722
1855018039,3,100.86123262322381,79.41772726242905,0.7873959617279426,safe,0.0,False,False,3.2473006285727024e-05,0.0001753870164975524
1855018040,3,1698.1446441522578,1626.7066558815727,0.9579317412585027,safe,0.0,False,False,3.44390282407403e-05,0.0003945729695260525
1855018041,3,9.905558563221035,7.700194484097919,0.7773609569770704,safe,0.0,False,False,3.1194009352475405e-05,0.00016087701078504324
1855018042,3,86.66251125674376,71.04495279294537,0.8197887617457763,safe,0.0,False,False,3.2746989745646715e-05,0.0008161700097844005
1855018043,3,26.70951129477023,24.918607569503294,0.9329488396286157,safe,0.0,False,False,0.0001529669971205294,0.00020840601064264774
1855018044,3,1690.4761700639124,1396.7452844055947,0.8262436993434741,safe,0.0,False,False,2.43810354731977e-05,9.081000462174416e-05
1855018045,3,2148.0384873647936,2138.038487364793,0.9953445899322463,safe,0.0,,False,3.085401840507984e-05,0.0006356000085361302
1855018046,3,2026.9600724480986,1976.9600724480983,0.9753325185435884,safe,0.0,,False,2.2562046069651842e-05,0.0001288530183956027
1855018047,3,1353.9707198227165,1331.7816099311804,0.9836118244163792,safe,0.0,False,False,3.253400791436434e-05,0.001868830993771553
1855018048,3,1343.2579415612686,1150.6055188715554,0.8565782365925987,safe,0.0,False,False,3.6400044336915016e-05,0.001791865041013807
1855018049,3,111.64137350891579,107.49493485088432,0.9628593009230549,safe,0.0,False,False,1.9291997887194157e-05,0.0005369039718061686
1855018050,3,125.16921591552341,113.98210955988444,0.9106241396991003,safe,0.0,False,False,2.9905990231782198e-05,0.000215784995816648
1855018051,3,40.55345898380487,39.55345898380486,0.9753411909844887,safe,0.0,,False,3.338500391691923e-05,0.0002560639986768365
1855018052,3,354.51463245313477,308.54462997375083,0.8703297458802044,safe,0.0,False,False,3.2217008993029594e-05,0.0004884549998678267
1855018053,3,1360.703181017141,1355.577739089902,0.9962332402843302,safe,0.0,False,False,3.785500302910805e-05,0.08549328497610986
1855018054,3,226.64222854209282,219.2340711908057,0.9673134287509388,safe,0.0,False,False,4.094099858775735e-05,0.0051524940063245595
1855018055,3,364.5071576371529,361.7791948384331,0.9925160240572414,safe,0.0,,False,3.3635005820542574e-05,0.0005180769949220121
1855018056,3,104.77507961319424,103.7307340945427,0.9900325008341008,safe,0.0,False,False,0.00021617196034640074,0.010366268979851156
1855018057,3,1605.28923154514,1604.289231545135,0.9993770592985026,safe,0.0,,False,3.932899562641978e-05,0.012827690981794149
1855018058,3,229.75007901137587,219.75007901137582,0.956474443695382,safe,0.0,False,False,3.450800431892276e-05,0.0005584650207310915
1855018059,3,2289.8083925258547,2278.5607282268884,0.9950879452028913,safe,0.0,,False,3.7496036384254694e-05,0.0006791669875383377
1855018060,3,33.97170330877109,27.210389957131632,0.8009722005933754,safe,0.0,False,False,5.058100214228034e-05,0.00014758098404854536
1855018061,3,10.357389301155287,8.277534123648163,0.7991911748190124,safe,0.0,False,False,3.315700450912118e-05,0.00016321497969329357
1855018062,3,171.67897025699517,142.97880105024032,0.8328265298668085,safe,0.0,False,False,3.527401713654399e-05,0.0005652509862557054
1855018063,3,194.41331220649346,119.26371544527659,0.6134544702299103,safe,0.0,False,False,3.2096984796226025e-05,8.496595546603203e-05
1855018064,3,1239.4114761832925,1214.411476183016,0.9798291362629118,safe,0.0,False,False,3.807299071922898e-05,0.013270277006085962
1855018065,3,112.99062144360097,107.9906214436009,0.9557485396918911,safe,0.0,False,False,3.935297718271613e-05,0.0006379249971359968
1855018066,3,1170.9119750669333,1145.0413326972966,0.9779055617155527,safe,0.0,False,False,4.070502473041415e-05,0.01835669600404799
1855018067,3,1203.3895531945532,1143.8528914060496,0.9505258611972691,safe,0.0,False,False,3.942096373066306e-05,0.0022157049970701337
1855018068,3,248.90505419399534,247.20392376212618,0.9931655448404704,safe,0.0,False,False,0.0001264559687115252,0.009074266999959946
1855018069,3,227.4426424324243,224.38950215775372,0.9865762187687488,safe,0.0,False,False,3.985199145972729e-05,0.009462897025514394
1855018070,3,1272.2299894249127,1251.2299894249065,0.9834935505572394,safe,0.0,False,False,4.1135004721581936e-05,0.04459720099112019
1855018071,3,1406.8448312913936,1388.570751747548,0.987010593394958,safe,0.0,False,False,3.747601294890046e-05,0.0271986200241372
1855018072,3,101.309734623005,84.30421205301323,0.8321432522425123,safe,0.0,False,False,3.4866039641201496e-05,0.00018273002933710814
1855018073,3,197.1211534666132,151.15962800958945,0.7668361581254224,safe,0.0,False,False,3.665796248242259e-05,8.867797441780567e-05
1855018074,3,1095.3690279758941,1043.3690279758935,0.9525274143490343,safe,0.0,False,False,3.7837016861885786e-05,0.01801617199089378
1855018075,3,375.0822430513715,294.8055335557201,0.7859757133726625,safe,0.0,False,False,2.6905036065727472e-05,0.00010705302702262998
1855018076,3,8.958549364147245,7.416430641309333,0.8278606658116344,safe,0.0,False,False,3.121799090877175e-05,7.914297748357058e-05
1855018077,3,160.24451470688058,144.83363050074118,0.9038289439465119,safe,0.0,False,False,2.7178029995411634e-05,0.0005965259624645114
1855018078,3,457.20804085736563,370.76700850964426,0.8109372000859272,safe,0.0,False,False,3.331800689920783e-05,4.705297760665417e-05
