seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,3,302,251,0.8311258278145696,safe,0.0,7.11799948476255e-05,0.0005810339935123,0.0
1755016038,3,444,422,0.9504504504504504,safe,0.0,2.8902024496346712e-05,0.0006710889865644,0.0
1755016039,3,430,415,0.9651162790697676,safe,0.0,2.3465021513402465e-05,0.0003360350383445,0.0
1755016040,3,2060,2030,0.9854368932038836,safe,0.0,3.083399496972561e-05,0.0014570920029655,0.0
1755016041,3,2044,2022,0.9892367906066536,safe,0.0,2.785999095067382e-05,0.0069651990197598,0.0
1755016042,3,310,305,0.9838709677419356,safe,0.0,2.506200689822436e-05,0.0001200740225613,0.0
1755016043,3,510,455,0.8921568627450981,safe,0.0,3.258395008742809e-05,0.000248096010182,0.0
1755016044,3,4000,3010,0.7525,safe,0.0,3.208598354831338e-05,0.0005625070189125,0.0
1755016045,3,302,301,0.9966887417218544,safe,0.0,2.4051987566053867e-05,0.0004755269619636,0.0
1755016046,3,2220,2110,0.9504504504504504,safe,0.0,2.725300146266818e-05,0.0007078089984133,0.0
1755016047,3,540,480,0.8888888888888888,safe,0.0,2.411397872492671e-05,8.438096847385168e-05,0.0
1755016048,3,170,160,0.9411764705882352,safe,0.0,3.0386028811335564e-05,6.061396561563015e-05,0.0
1755016049,3,106,103,0.9716981132075472,safe,0.0,2.797303022816777e-05,0.0004352660034783,0.0
1755016050,3,40,30,0.75,safe,0.0,2.989999484270811e-05,4.774500848725438e-05,0.0
1755016051,3,800,600,0.75,safe,0.0,2.317799953743816e-05,3.710400778800249e-05,0.0
1755016052,3,2006,2003,0.9985044865403788,safe,0.0,2.6819005142897367e-05,0.103844744968228,0.0
1755016053,3,2012,2006,0.9970178926441352,safe,0.0,2.4945999030023813e-05,0.0424129429738968,0.0
1755016054,3,214,208,0.97196261682243,safe,0.0,2.80859530903399e-05,0.0004083240055479,0.0
1755016055,3,2402,2201,0.9163197335553706,safe,0.0,2.621696330606937e-05,0.0056354970438405,0.0
1755016056,3,414,408,0.9855072463768116,safe,0.0,2.954999217763543e-05,0.0011280489852651,0.0
1755016057,3,2600,2300,0.8846153846153846,safe,0.0,3.519997699186206e-05,9.554298594594002e-05,0.0
1755016058,3,64,62,0.96875,safe,0.0,2.4615961592644453e-05,6.913504330441356e-05,0.0
1755016059,3,2404,2202,0.9159733777038268,safe,0.0,4.0164974052459e-05,0.0041110899765044,0.0
1755016060,3,310,255,0.8225806451612904,safe,0.0,3.535696305334568e-05,0.0001879750052466,0.0
1755016061,3,34,28,0.8235294117647058,safe,0.0,3.506103530526161e-05,7.399398600682616e-05,0.0
1755016062,3,414,408,0.9855072463768116,safe,0.0,3.223895328119397e-05,0.0015069700311869,0.0
1755016063,3,52,46,0.8846153846153846,safe,0.0,3.141100751236081e-05,0.0001997640356421,0.0
1755016064,3,114,108,0.9473684210526316,safe,0.0,4.150700988247991e-05,0.0002401969977654,0.0
1755016065,3,2202,2101,0.9541326067211626,safe,0.0,3.169098636135459e-05,0.0103865839773789,0.0
1755016066,3,17,16,0.9411764705882352,safe,0.0,2.780999056994915e-05,6.128300447016954e-05,0.0
1755016067,3,2102,2051,0.9757373929590866,safe,0.0,3.750796895474196e-05,0.0127715889830142,0.0
1755016068,3,2104,2052,0.9752851711026616,safe,0.0,4.0090002585202456e-05,0.0064952410175465,0.0
1755016069,3,2300,2150,0.9347826086956522,safe,0.0,3.615801688283682e-05,0.0002425789716653,0.0
1755016070,3,414,408,0.9855072463768116,safe,0.0,3.5815988667309284e-05,0.0015296600176952,0.0
1755016071,3,2500,2250,0.9,safe,0.0,3.4348980989307165e-05,0.0002130679786205,0.0
1755016072,3,106,103,0.9716981132075472,safe,0.0,3.541196929290891e-05,0.0005724449874833,0.0
1755016073,3,34,28,0.8235294117647058,safe,0.0,3.08720045723021e-05,6.3191051594913e-05,0.0
1755016074,3,450,425,0.9444444444444444,safe,0.0,2.753199078142643e-05,0.0002948769833892,0.0
1755016075,3,800,700,0.875,safe,0.0,2.5394954718649387e-05,3.7992955185472965e-05,0.0
1755016076,3,442,421,0.9524886877828054,safe,0.0,2.3173983208835125e-05,0.0012275800108909,0.0
1755016077,3,800,800,1.0,safe,0.0,2.200098242610693e-05,2.7804984711110592e-05,0.0
1755016078,3,450,425,0.9444444444444444,safe,0.0,2.499303082004189e-05,0.0002837999491021,0.0
1755016079,3,124,112,0.9032258064516128,safe,0.0,2.2596039343625307e-05,0.0001439140178263,0.0
1755016080,3,2004,2002,0.999001996007984,safe,0.0,2.842000685632229e-05,0.2042239040019922,0.0
1755016081,3,2024,2012,0.9940711462450592,safe,0.0,2.786901313811541e-05,0.0113836379605345,0.0
1755016082,3,214,208,0.97196261682243,safe,0.0,2.653599949553609e-05,0.0004153219633735,0.0
1755016083,3,154,152,0.987012987012987,safe,0.0,2.55099730566144e-05,0.0001478329650126,0.0
1755016084,3,224,212,0.9464285714285714,safe,0.0,2.127897460013628e-05,0.0003023300087079,0.0
1755016085,3,406,403,0.9926108374384236,safe,0.0,2.5461020413786173e-05,0.0038811449776403,0.0
1755016086,3,2006,2003,0.9985044865403788,safe,0.0,2.668501110747457e-05,0.1018267929903231,0.0
1755016087,3,240,220,0.9166666666666666,safe,0.0,2.593203680589795e-05,8.91759991645813e-05,0.0
1755016088,3,2440,2220,0.9098360655737704,safe,0.0,3.174104494974017e-05,0.0003221509978175,0.0
1755016089,3,2420,2210,0.9132231404958676,safe,0.0,2.8770999051630497e-05,0.0005948629695922,0.0
1755016090,3,400,302,0.755,safe,0.0,2.7174013666808605e-05,0.0002806860138662,0.0
1755016091,3,2440,2220,0.9098360655737704,safe,0.0,2.723501529544592e-05,0.0004127279971726,0.0
1755016092,3,414,408,0.9855072463768116,safe,0.0,2.9565999284386635e-05,0.0011410909937694,0.0
1755016093,3,2440,2220,0.9098360655737704,safe,0.0,3.1268049497157335e-05,0.0003166910028085,0.0
1755016094,3,2024,2012,0.9940711462450592,safe,0.0,2.7315982151776552e-05,0.0117702449788339,0.0
