seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted
1755016810,3,0,422.0,384.77073710014827,0.9117789978676499,safe,0.0,False,False
1755016811,3,0,250.0,199.9547835492244,0.7998191341968977,safe,0.0,False,False
1755016812,3,0,393.56898922871954,393.56898922871954,1.0,safe,0.0,,False
1755016813,3,0,46.0,44.59929355836543,0.9695498599644659,safe,0.0,False,False
1755016814,3,0,52.0,35.57167413110609,0.6840706563674248,safe,0.0,False,False
1755016815,3,0,34.0,31.546396141487833,0.9278351806319951,safe,0.0,False,False
1755016816,3,0,414.0,408.5265711907428,0.9867791574655623,safe,0.0,False,False
1755016817,3,0,386.6455229032805,386.6455229032805,1.0,safe,0.0,,False
1755016818,3,0,214.0,169.76890794531323,0.7933126539500618,safe,0.0,False,False
1755016819,3,0,520.0,479.1374556284958,0.9214181839009534,safe,0.0,False,False
1755016820,3,0,130.0,119.731324007045,0.921010184669577,safe,0.0,False,False
1755016821,3,0,540.0,525.5262325170638,0.9731967268834515,safe,0.0,False,False
1755016822,3,0,144.0,136.44318068099153,0.9475220880624412,safe,0.0,False,False
1755016823,3,0,2030.0,1330.293074382681,0.6553167854101877,safe,0.0,False,False
1755016824,3,0,302.0,294.84721112984914,0.9763152686418846,safe,0.0,False,False
1755016825,3,0,220.0,217.6432668402216,0.9892875765464618,safe,0.0,False,False
1755016826,3,0,414.0,227.44676286466785,0.5493883160982315,safe,0.0,False,False
1755016827,3,0,160.0,157.34659949093967,0.9834162468183729,safe,0.0,False,False
1755016828,3,0,2440.0,1956.6752792605862,0.8019160980576173,safe,0.0,False,False
1755016829,3,0,520.0,458.18497788804046,0.8811249574770009,safe,0.0,False,False
1755016830,3,0,2030.0,1637.0217417629476,0.8064146511147525,safe,0.0,False,False
1755016831,3,0,106.0,72.94903147138044,0.6881984101073626,safe,0.0,False,False
1755016832,3,0,263.5937347657406,255.0343172069583,0.9675279931581486,safe,0.0,False,False
1755016833,3,0,2050.0,1739.8414919382674,0.8487031667991548,safe,0.0,False,False
1755016834,3,0,302.0,272.90030042229506,0.9036433788817717,safe,0.0,False,False
1755016835,3,0,2102.0,1895.9307711875913,0.9019651623156952,safe,0.0,False,False
1755016836,3,0,52.0,48.83362288683148,0.9391081324390669,safe,0.0,False,False
1755016837,3,0,424.0,303.81863023663703,0.7165533731996157,safe,0.0,False,False
1755016838,3,0,2120.0,2072.2139152755126,0.9774593939978833,safe,0.0,False,False
1755016839,3,0,520.0,491.95216454504146,0.9460618548943105,safe,0.0,False,False
1755016840,3,0,891.0951500550287,885.6564657875056,0.9938966290331764,safe,0.0,False,False
1755016841,3,0,304.0,271.1435379453895,0.8919195327150969,safe,0.0,False,False
1755016842,3,0,2300.0,2235.616944544813,0.972007367193397,safe,0.0,False,False
1755016843,3,0,8.0,7.716573029766201,0.9645716287207752,safe,0.0,False,False
1755016844,3,0,260.0,252.49833435792047,0.9711474398381557,safe,0.0,False,False
1755016845,3,0,403.43570954420346,284.8894132741613,0.7061581474679715,safe,0.0,False,False
1755016846,3,0,89.42870184954951,89.22938060983141,0.9977711714964461,safe,0.0,False,False
1755016847,3,0,124.0,86.90446378162254,0.7008424498517947,safe,0.0,False,False
1755016848,3,0,54.0,53.110624765708025,0.9835300882538524,safe,0.0,False,False
1755016849,3,0,134.87055500711688,101.05377898534996,0.7492649450431752,safe,0.0,False,False
1755016850,3,0,460.0,437.37142965662093,0.9508074557752629,safe,0.0,False,False
1755016851,3,0,18.458619494307285,18.350307111838944,0.9941321515131862,safe,0.0,,False
1755016852,3,0,414.0,408.64371780676083,0.9870621203061856,safe,0.0,False,False
1755016853,3,0,414.0,360.90692958747445,0.8717558685687788,safe,0.0,False,False
1755016854,3,0,115.44586988720023,88.4059909335366,0.7657787240021342,safe,0.0,False,False
1755016855,3,0,64.0,46.14974805898167,0.7210898134215886,safe,0.0,False,False
1755016856,3,0,2020.0,2013.4614429792803,0.9967630905838021,safe,0.0,False,False
1755016857,3,0,422.0,382.1507128218802,0.9055704095305217,safe,0.0,False,False
1755016858,3,0,2030.0,1497.7591697035796,0.7378123988687584,safe,0.0,False,False
1755016859,3,0,183.11220682070154,182.56100551562758,0.9969898167105065,safe,0.0,False,False
1755016860,3,0,3407.2508861042643,3407.2508861042643,1.0,safe,0.0,True,False
1755016861,3,0,150.0,132.40030979702073,0.8826687319801382,safe,0.0,False,False
1755016862,3,0,224.0,194.25228847814705,0.8671977164202993,safe,0.0,False,False
1755016863,3,0,424.0,255.19516169386864,0.6018753813534637,safe,0.0,False,False
1755016864,3,0,9.263237032023568,9.013231308789381,0.9730109763606499,safe,0.0,False,False
1755016865,3,0,2202.0,2155.7765338253475,0.9790084168144176,safe,0.0,False,False
1755016866,3,0,52.0,38.37961295015307,0.7380694798106359,safe,0.0,False,False
1755016867,3,0,642.2994049790905,632.834640649963,0.9852642486420558,safe,0.0,False,False
1755016868,3,0,2110.0,1696.041887597921,0.8038113211364555,safe,0.0,False,False
1755016869,3,0,214.0,212.57158757540088,0.9933251755859854,safe,0.0,False,False
1755016870,3,0,206.0,110.7994346141991,0.5378613330786364,safe,0.0,False,False
1755016871,3,0,460.0,362.8299697426745,0.7887608037884228,safe,0.0,False,False
1755016872,3,0,504.0,359.1051499472968,0.7125102181493984,safe,0.0,False,False
1755016873,3,0,408.0,365.89779519613063,0.8968083215591437,safe,0.0,False,False
1755016874,3,0,112.0,102.3052954940236,0.9134401383394964,safe,0.0,False,False
1755016875,3,0,64.0,56.7572568367961,0.8868321380749391,safe,0.0,False,False
1755016876,3,0,610.0,579.0607303777222,0.9492798858651184,safe,0.0,False,False
1755016877,3,0,2050.0,2046.7176180083984,0.9983988380528773,safe,0.0,False,False
1755016878,3,0,800.0,663.4992767067063,0.8293740958833828,safe,0.0,False,False
1755016879,3,0,416.56539266393906,416.56539266393906,1.0,safe,0.0,,False
1755016880,3,0,2420.0,1503.1467277791426,0.6211350114789845,safe,0.0,False,False
1755016881,3,0,64.0,60.64548130137744,0.9475856453340225,safe,0.0,False,False
1755016882,3,0,430.0,419.5257977600354,0.9756413901396173,safe,0.0,False,False
1755016883,3,0,600.0,565.1313236235683,0.9418855393726138,safe,0.0,False,False
1755016884,3,0,444.0,394.80976394566983,0.889211180057815,safe,0.0,False,False
1755016885,3,0,250.0,233.81621626996082,0.9352648650798433,safe,0.0,False,False
1755016886,3,0,444.0,441.1290047235779,0.9935337944224728,safe,0.0,False,False
1755016887,3,0,52.0,50.26078160028963,0.9665534923132622,safe,0.0,False,False
1755016888,3,0,142.0,135.5443502473627,0.9545376777983289,safe,0.0,False,False
1755016889,3,0,304.0,293.8196377357232,0.9665119662359315,safe,0.0,False,False
1755016890,3,0,3589.0177916428047,3434.783744865332,0.957026112510054,safe,0.0,False,False
1755016891,3,0,659.022573889289,592.3454916485729,0.8988242817735143,safe,0.0,,False
1755016892,3,0,32.0,27.900161022893528,0.8718800319654227,safe,0.0,False,False
1755016893,3,0,2102.0,1218.1198828657864,0.5795051773861971,safe,0.0,False,False
1755016894,3,0,700.0,650.9452764686621,0.9299218235266601,safe,0.0,False,False
1755016895,3,0,2500.0,2293.0867778253923,0.917234711130157,safe,0.0,False,False
1755016896,3,0,242.0,233.9388932043076,0.966689641340114,safe,0.0,False,False
1755016897,3,0,80.0,72.58815669338684,0.9073519586673354,safe,0.0,False,False
1755016898,3,0,87.3531838788662,86.39294312262356,0.9890073754200623,safe,0.0,,False
1755016899,3,0,62.0,54.5090919662411,0.879178902681308,safe,0.0,False,False
1755016900,3,0,64.0,54.61559600630297,0.8533686875984839,safe,0.0,False,False
1755016901,3,0,2120.0,1766.4632967098798,0.8332374041084338,safe,0.0,False,False
1755016902,3,0,2012.0,1085.14795933517,0.5393379519558499,safe,0.0,False,False
1755016903,3,0,192.05836080351796,154.6462959027395,0.805204705776635,safe,0.0,,False
1755016904,3,0,2210.0,1523.8843726433204,0.6895404401100997,safe,0.0,False,False
1755016905,3,0,2022.0,1534.6038493353647,0.7589534368621982,safe,0.0,False,False
1755016906,3,0,64.0,63.441541689571764,0.9912740888995588,safe,0.0,False,False
1755016907,3,0,203.79574748675913,108.63500558755533,0.533058255274014,safe,0.0,False,False
1755016908,3,0,24.0,22.948250505589513,0.956177104399563,safe,0.0,False,False
1755016909,3,0,420.0,254.00763487463811,0.6047800830348526,safe,0.0,False,False
1755016810,3,0.02,426.22,417.9312011728812,0.9805527689289126,safe,0.0,False,False
1755016811,3,0.02,252.49999999999997,240.01591893273326,0.9505580947831022,safe,0.0,False,False
1755016812,3,0.02,395.56898922871954,395.48678981916237,0.99979219956115,safe,0.0,,False
1755016813,3,0.02,46.46,44.637770341869214,0.9607785265146193,safe,0.0,False,False
1755016814,3,0.02,52.519999999999996,48.909616187304465,0.931256972340146,safe,0.0,False,False
1755016815,3,0.02,34.339999999999996,31.72966537130526,0.9239855961358551,safe,0.0,False,False
1755016816,3,0.02,418.14,413.6028304668216,0.9891491616846549,safe,0.0,False,False
1755016817,3,0.02,388.6455229032805,388.38653741836424,0.9993336203052551,safe,0.0,,False
1755016818,3,0.02,216.14,211.4527177701729,0.9783136752575781,safe,0.0,False,False
1755016819,3,0.02,525.1999999999999,480.0913655835975,0.9141115110121812,safe,0.0,False,False
1755016820,3,0.02,131.3,124.8793828053735,0.9510996405588232,safe,0.0,False,False
1755016821,3,0.02,545.4000000000001,526.3531025558623,0.9650771957386546,safe,0.0,False,False
1755016822,3,0.02,145.44,136.4248180194445,0.9380144253262136,safe,0.0,False,False
1755016823,3,0.02,2050.3,2030.4128905585153,0.9903003904592085,safe,0.0,False,False
1755016824,3,0.02,305.02,295.80517983340906,0.9697894558829226,safe,0.0,False,False
1755016825,3,0.02,222.20000000000005,217.6925047369623,0.9797142427406041,safe,0.0,False,False
1755016826,3,0.02,418.14,414.44161460419605,0.9911551504381213,safe,0.0,False,False
1755016827,3,0.02,161.6,157.7078547450219,0.975914942729096,safe,0.0,False,False
1755016828,3,0.02,2464.3999999999996,2374.5017236406493,0.9635212317970498,safe,0.0,False,False
1755016829,3,0.02,525.2,511.84842232423216,0.9745781080050117,safe,0.0,False,False
1755016830,3,0.02,2050.3,2023.8614209344878,0.9871050192335208,safe,0.0,False,False
1755016831,3,0.02,107.06,105.96217025786757,0.9897456590497624,safe,0.0,False,False
1755016832,3,0.02,265.99373476574056,257.0175503026517,0.9662541507942128,safe,0.0,False,False
1755016833,3,0.02,2070.5,2054.9130960278358,0.9924719130779212,safe,0.0,False,False
1755016834,3,0.02,305.02,296.5257502512777,0.9721518269335707,safe,0.0,False,False
1755016835,3,0.02,2123.02,2114.230082186098,0.995859710311772,safe,0.0,False,False
1755016836,3,0.02,52.519999999999996,49.19397726282188,0.9366713111733033,safe,0.0,False,False
1755016837,3,0.02,428.24,419.98834191606244,0.9807312299553111,safe,0.0,False,False
1755016838,3,0.02,2141.2,2122.2558507275826,0.9911525549820581,safe,0.0,False,False
1755016839,3,0.02,525.2,492.71565133389777,0.938148612593103,safe,0.0,False,False
1755016840,3,0.02,896.0951500550287,886.5814644127386,0.989383174720111,safe,0.0,False,False
1755016841,3,0.02,307.04,273.17982625369405,0.8897206430878518,safe,0.0,False,False
1755016842,3,0.02,2323.0,2237.0851516427065,0.9630155624807174,safe,0.0,False,False
1755016843,3,0.02,8.080000000000002,7.734843985825961,0.9572826715131137,safe,0.0,False,False
1755016844,3,0.02,262.6,252.85452026100756,0.9628885006131285,safe,0.0,False,False
1755016845,3,0.02,407.45570954420344,402.08785375450464,0.9868259158873893,safe,0.0,False,False
1755016846,3,0.02,89.92870184954951,89.31365343899779,0.9931607106752114,safe,0.0,False,False
