seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,3,178.82301134132825,127.82301134132824,0.7148018053299986,safe,0.142,7.248902693390846e-05,0.0007913219742476,0.1309
1755016038,3,348.28479893993864,263.2715270357617,0.7559087500719853,safe,0.142,3.4585013054311275e-05,0.0007332860259339,0.1309
1755016039,3,1485.556241851282,1302.300858707105,0.8766419082755114,safe,0.142,4.358700243756175e-05,0.0009072870016098,0.1309
1755016040,3,42.139877272625895,28.59100343858177,0.6784785644630844,safe,0.142,3.4357013646513224e-05,5.615799454972148e-05,0.1309
1755016041,3,2214.847176553002,2213.847176553002,0.9995485015803408,safe,0.142,4.92569524794817e-05,0.0078143419814296,0.1309
1755016042,3,155.76353222569406,142.2447141055647,0.9132093505651808,safe,0.142,4.560104571282864e-05,0.0009639000054448,0.1309
1755016043,3,43.36352901279741,28.363529012797336,0.6540871939741507,safe,0.142,3.673799801617861e-05,5.550100468099117e-05,0.1309
1755016044,3,1288.2835975102046,1149.7626610966124,0.8924763641473787,safe,0.142,4.0832965169101954e-05,0.001997991988901,0.1309
1755016045,3,196.5085825321621,162.64006749481237,0.8276486726384759,safe,0.142,3.5774020943790674e-05,0.0004320690059103,0.1309
1755016046,3,132.78653710216304,123.58770787434077,0.9307246846813626,safe,0.142,3.0979979783296585e-05,0.0010714739910326,0.1309
1755016047,3,1291.7189358324588,1286.457491548527,0.9959267886085909,safe,0.142,4.4083979446440935e-05,0.0078464120160788,0.1309
1755016048,3,0.0,131.05017721086907,,,0.142,4.418299067765474e-05,4.5524968300014734e-05,0.1309
1755016049,3,19.736043332740905,15.729350553939064,0.796986016333123,safe,0.142,3.617000766098499e-05,8.02339636720717e-05,0.1309
1755016050,3,10.315867012371996,9.08148378760109,0.8803413010956337,safe,0.142,3.751402255147696e-05,8.172099478542805e-05,0.1309
1755016051,3,0.0,126.69269986763136,,,0.142,6.987096276134253e-05,0.001155573001597,0.1309
1755016052,3,308.8053331221823,278.1416597511457,0.9007022545206363,safe,0.142,4.509999416768551e-05,0.0025767490151338,0.1309
1755016053,3,114.9477024989076,103.94770249890718,0.9043043074296768,safe,0.142,4.12039807997644e-05,0.0019621779792942,0.1309
1755016054,3,0.0,3.000000000000001,,,0.142,3.135402221232653e-05,2.9394985176622868e-05,0.1309
1755016055,3,79.16138545883581,78.1613854588356,0.9873675783438604,safe,0.142,4.379497841000557e-05,0.0005746289971284,0.1309
1755016056,3,1123.3535393925406,1068.3535393925386,0.9510394563498294,safe,0.142,4.837301094084978e-05,0.0058904410107061,0.1309
1755016057,3,1136.0099122841937,1128.452871402966,0.9933477333256426,safe,0.142,5.632499232888222e-05,0.1048934400314465,0.1309
1755016058,3,281.24704326238066,271.6438169797593,0.9658548364767614,safe,0.142,3.23799904435873e-05,0.0009130620164796,0.1309
1755016059,3,0.0,1555.889510105094,,,0.142,8.206500206142664e-05,8.317094761878252e-05,0.1309
1755016060,3,80.4798465884322,76.61226626257988,0.9519434928146568,safe,0.142,4.440400516614318e-05,0.0008220540476031,0.1309
1755016061,3,0.0,15.727296176307055,,,0.142,4.944298416376114e-05,4.855700535699725e-05,0.1309
1755016062,3,0.0,7.939640896441009,,,0.142,3.019795985892415e-05,0.0006369209731929,0.1309
1755016063,3,9.513759343669715,7.4665601443422815,0.7848170081483506,safe,0.142,5.0006958190351725e-05,0.0001713460078462,0.1309
1755016064,3,1259.9278051657254,1248.7513242271416,0.9911292687622576,safe,0.142,5.516200326383114e-05,0.0609645759686827,0.1309
1755016065,3,0.0,70.2495170827753,,,0.142,2.854905324056745e-05,0.0009794129873625,0.1309
1755016066,3,0.0,22.70616218578544,,,0.142,1.791096292436123e-05,0.000258189975284,0.1309
1755016067,3,1079.328504978851,1040.9628712849112,0.9644541643096032,safe,0.142,5.748600233346224e-05,0.0152169590000994,0.1309
1755016068,3,387.1076992401293,385.10769924012845,0.9948334791482404,safe,0.142,0.0001024340162985,0.0007529680151492,0.1309
